Issue Number,Title,State,Labels,Created At,User,Body,URL
1948,Section for GitHub README Tools?,closed,[],2021-02-10T03:33:02Z,dhyeythumar,"Can we have a section for awesome GitHub README tools?

For example:
- [youtube stats card for GitHub Readmes](https://github.com/Dhyeythumar/youtube-stats-card) by @dhyeythumar
- [github readme stats](https://github.com/anuraghazra/github-readme-stats) by @anuraghazra

and many more...",https://github.com/sindresorhus/awesome/issues/1948
1934,Add Chef to the list,closed,['invalid'],2021-01-18T06:09:11Z,Nirbhay1997,It is a configuration management software written in ruby.  ,https://github.com/sindresorhus/awesome/issues/1934
1925,Resources about awesome Java Spring backend ,closed,[],2020-12-27T17:26:41Z,GrandGarcon,,https://github.com/sindresorhus/awesome/issues/1925
1920,Creating a GitHub Action that tweets new Awesome Entries,closed,[],2020-12-13T10:33:21Z,Ly0n,"Hey Awesome people,

Problem:
I love awesome lists but they do have one essential problem. It is very hard to follow new projects on awesome lists.
It would be nice to create a newsfeed for readers to stay informed about new entries. 

Solution.
We created a simple GitHub Action that creates tweets based on the commit messages. Contributors can define there own custom tweet message by defining the Pull Request title in a corresponding way. 

The script checks if the last commit message on the main branch contains `https` and creates a tweet based on the corresponding line.
https://github.com/protontypes/awesome-twitter-action

1. Add the Github Action Script to .github/workflows/tweet.yml
2. Create a Twitter Developer Account.
3. Add the Login data to your project secrets.
4. Activate your Github Actions by pressing the Activate GitHub Action for this Projects button on the Action Tab of your project.
5. Create a Commit Message with an URL. Since the title of a pull request is included in the commit message, contributors can create user-specific Twitter messages.

It would be nice to get your feedback. The action is already integrated here: 
https://github.com/protontypes/awesome-robotic-tooling

Do you see any better integration that might be more intuitive and fit better in the Awesome list workflow? At the moment we assume that every commit is always a new project entry. ",https://github.com/sindresorhus/awesome/issues/1920
1918,replace flask link,closed,[],2020-12-10T20:08:38Z,mjhea0,"Hi. I couldn't find anything related to any policies on replacing a link (except for https://github.com/sindresorhus/awesome/issues/1063), but before I go through the process of getting my list ready for a PR, I'd like to know if it would be possible to add another Flask list or replace the current list altogether.

1. My awesome Flask list: https://github.com/mjhea0/awesome-flask
2. The current list thats listed (https://github.com/humiaozuzu/awesome-flask) has not been updated in over 15 months. I created my list back in Sep 2019 as I was tired of PRs not being addressed. For more, review https://github.com/mjhea0/awesome-flask/issues/3. I update my list regularly.
3. Also, if it helps with my request, I do maintain another awesome list (https://github.com/mjhea0/awesome-fastapi) that's currently listed, so I do understand the work required to maintain a list.

Thanks!",https://github.com/sindresorhus/awesome/issues/1918
1910,Awesome Statistics Project,closed,[],2020-11-18T18:37:30Z,PedroBarcha,"Hi there, everyone!

I'm about to start a free software project in which I am going to get statistics (license, number of contributors, commits activity etc) of a bunch of github repos. In order to do that, I intend to use the repos mentioned here in Awesome. For that, I will need all the URLs of all the Awesome Lists. Is there an easy way to get all those URLS (maybe with some other open source project or some Awesome feature that I am missing)?

Thanks in advance.",https://github.com/sindresorhus/awesome/issues/1910
1897,Please add Awesome Windows Devs ,closed,[],2020-11-07T03:10:16Z,ghost,"Please add https://github.com/alannt777/AwesomeWindowsDevs

/cc @sindresorhus ",https://github.com/sindresorhus/awesome/issues/1897
1893,Editors - Nano,closed,[],2020-11-02T14:01:05Z,JeswinSunsi,"Hey there!
I was just wondering why Nano isnt in the list of editors. Thanks.",https://github.com/sindresorhus/awesome/issues/1893
1883,Awesome API Documentation Examples...,closed,['list request'],2020-10-15T13:57:45Z,SimonGodefroid,"Hey guys, I don't know how this sounds but I haven't find a good list of real life API documentation that are awesome.

For instance at work we use some RAML parser documentation and I wanted to look at an amazing documentation to inspire myself and although swagger's pet store is a good example, I haven't found online a list of just Awesome API Documentations (themselves) and only found lists of tools to make great API documentations.

Please close if judged irrelevant and thanks for these awesome lists.",https://github.com/sindresorhus/awesome/issues/1883
1881,Suggestion,closed,[],2020-10-13T10:41:55Z,irodionzaytsev,"I'd like to make a list containing self-contained resources. I have made a [question](https://physics.stackexchange.com/questions/586757/self-contained-study-resources) about this on stackexchange, but then thought that an awesome-list would be a better place for such topic. Do you think an awesome-list would be appropriate format? Apologies if I shouldn't submit this question as issue, please tell me how to ask such questions properly.",https://github.com/sindresorhus/awesome/issues/1881
1870,Add Awesome-PhySec,closed,[],2020-09-27T08:03:20Z,LiveGray,Please add https://github.com/l373/Awesome-PhySec to this awesome list of awesome projects. 👍🏽 ,https://github.com/sindresorhus/awesome/issues/1870
1854,Add Awesome Git list to Development Environment section,closed,[],2020-08-26T15:41:36Z,flutefreak7,"Development Environment section has lots of git-related stuff, but I don't see awesome-git on there:

https://github.com/dictcp/awesome-git",https://github.com/sindresorhus/awesome/issues/1854
1849,New awesome related to security,closed,[],2020-08-15T16:03:52Z,zer0yu,https://github.com/zer0yu/Awesome-CobaltStrike,https://github.com/sindresorhus/awesome/issues/1849
1847,how about add a  awesome-cn plan?,closed,[],2020-08-14T07:09:15Z,Wheeeeeeeeels,"Hello! I would like to add a Chinese translation version of this project to further promote this project, is that ok?",https://github.com/sindresorhus/awesome/issues/1847
1828,Awesome Badge - certificate verify failed,closed,[],2020-07-20T11:47:05Z,demiters,"Apologies if this isn't the right place for this but awesome_bot on travis is throwing this error for awesome badge:
```
Issues :-(
> Links 
  1. [L01]  https://cdn.rawgit.com/sindresorhus/awesome/d7305f38d29fed78fa85652e3a63e154dd8e8829/media/badge.svg SSL_connect returned=1 errno=0 state=error: certificate verify failed
```",https://github.com/sindresorhus/awesome/issues/1828
1819,Add awesome free during covid,closed,[],2020-07-09T16:33:52Z,empeje,"Hi, I'm currently curating the free during Covid19 resources, e.g. online courses, software, and many others. Is it possible if I include it here? Here is the repository https://github.com/kulkultech/free-during-covid",https://github.com/sindresorhus/awesome/issues/1819
1810,Removing broken links from lists,open,[],2020-06-23T11:33:45Z,basharovV,"I've got a list of [every dead or broken link in every awesome list](https://github.com/basharovV/StumbleUponAwesome/tree/master/extension/data/broken-urls/awesome), along with the error, which is probably useful to the list maintainers. 

Here is the output from my cleanup script, which checks every URL in every awesome list:
```
Total urls: 47941  Valid urls: 41299 Invalid urls: 6642  HTTP errors: 2044  Other errors: 2406
```

That's 14% of all links being unavailable...

If you maintain an awesome list, feel free to find the file for your list and check if it has any dead links. ",https://github.com/sindresorhus/awesome/issues/1810
1806,Create awesome list incubator,closed,[],2020-06-17T06:16:26Z,Richienb,"For lists which haven't existed for more than 30 days or ones that are still pretty empty, we could add them to a separate list that people can discover them. This can also be used to help raise initial awareness of the new list.",https://github.com/sindresorhus/awesome/issues/1806
1793, Could you please rename master branch?,closed,[],2020-06-15T05:41:04Z,ghost,"Master and slave terminology has historical racist baggage. I think we should help try to remove them from our code to make it more inclusive. Google inclusive documentation already mentions this, would you please consider alternatives such as canary, edge and develop?

PS - why not main? 
https://www.nakasendoway.com/the-japanese-family-system/",https://github.com/sindresorhus/awesome/issues/1793
1765,"Just launced the 'delightful' project, inspired by awesome",closed,[],2020-05-04T21:32:24Z,aschrijver,"@sindresorhus hi Sindre,

I created this issue to let you know that - inspired by awesome project - I just launched an adaptation, called the **delightful** project: collecting gems of freedom :gem: 

It is hosted on Codeberg. The variation lies in the fact that only free, non-commercial and humanetech entries will be allowed to exist in the various curated lists. So - more or less - freedom is the theme, and the primary audience are those on the alternative web (fediverse et al).

In the project I give - I think - due credit to you, and this great project. But you judge for yourself.. the project is at this location:

https://codeberg.org/teaserbot-labs/delightful",https://github.com/sindresorhus/awesome/issues/1765
1764,Mislead category about networking.,closed,['help wanted'],2020-05-01T02:57:20Z,qin-nz,"
Hi, in category `Networking`, there are 3 awesome, but there NOT same things.

> Networking
> Software-Defined Networking
> Network Analysis
> PCAPTools

`Software-Defined Networking` and `PCAPTools` are about Internet or Ethernet or TCP/IP.
But  [Network Analysis](https://github.com/briatte/awesome-network-analysis) is about deeplearning or graph (a mathematical term).

So I think it might be placed in `Big Data` category.
",https://github.com/sindresorhus/awesome/issues/1764
1759,Add a Natural Science theme?,closed,[],2020-04-16T20:02:48Z,erwanp,"I've found many Natural Science related packages in the Miscellaneous theme. Ex:

- Neuroscience
- Bioinformatics
- Cheminformatics
- Neuroscience
- Biomedical Information Extraction

In #1213 adding a Natural Science theme was suggested, but eventually closed because of not activity. 
Should I proceed and add this new theme? ",https://github.com/sindresorhus/awesome/issues/1759
1755,.,closed,[],2020-04-09T19:49:20Z,ghost,,https://github.com/sindresorhus/awesome/issues/1755
1748,Add Awesome KubeCon,closed,[],2020-03-28T11:56:38Z,mlycore,"Hi, I'd like to open a pull request for [awesome-kubecon](github.com/mlycore/awesome-kubecon) in a category of cloud-native, it's a collection of every KubeCon speeches since 2016. People who are interested in cloud native would easily goto the KubeCon speech video and slide under different topics.",https://github.com/sindresorhus/awesome/issues/1748
1741,Change Redux link,closed,[],2020-03-23T10:55:40Z,KODerFunk,"Existed link to https://github.com/brillout/awesome-redux is outdated (last commit on 14 Mar 2017) and have only 315 stars.

Need change to more actual https://github.com/xgrommx/awesome-redux (last commit on 4 Mar 2020 and have ~12000 stars).",https://github.com/sindresorhus/awesome/issues/1741
1736,awesome-awesome-covid19 or all seperately?,closed,[],2020-03-18T11:46:07Z,tomByrer,"I was going to make an (not) ""awesome-coronavirus"" list, but seems several others beat me to it, so I made this instead:

https://github.com/tomByrer/awesome-awesome-covid19

I could add this single link, or link add all the other lists directly?

TIA :)",https://github.com/sindresorhus/awesome/issues/1736
1702,add Gitea's awesome,closed,[],2020-02-23T01:52:40Z,6543,https://gitea.com/gitea/awesome-gitea,https://github.com/sindresorhus/awesome/issues/1702
1698,Request to have my list added as an awesome-software-engineer list,closed,[],2020-02-12T15:09:52Z,devantler,"Hi, I am currently making an all-in-one list with all the stuff I find relevant and usable as a student studying software engineering. I would love my list to be an awesome list, but I am not entirely sure it fits. I don't want my list to visit to many other lists, as I find it very user friendly, that everything is in one place, so people don't have to scatter through lists to find what they are looking for. This said, I am open for it, as long as the other lists lives up to expectations.

The list is here, and Is currently a wip, which I plan to maintain for many years to come: 

https://github.com/niem94/my-software-engineer-list

If the list can be considered an awesome list, I will of course rename it and add tags/banners to reflect that. 

Hope to hear from you 🤞 🤞 ",https://github.com/sindresorhus/awesome/issues/1698
1695,Awesome CLI,closed,[],2020-02-08T20:50:31Z,umutphp,"Many thanks to @sindresorhus and all the other list owners and contributors for such a great value.

I created a CLI tool to hang around awesome lists. I hope you all enjoy it :).

[https://github.com/umutphp/awesome-cli](https://github.com/umutphp/awesome-cli) ",https://github.com/sindresorhus/awesome/issues/1695
1680,Would author add data structures and algorithms list?,closed,[],2020-01-02T14:12:20Z,lizhongzhen11,"Does author will add data structures and algorithms list?
There are so many good projects about data structures and algorithms in github. Would author add  it?
",https://github.com/sindresorhus/awesome/issues/1680
1678,Semantic PR names?,closed,[],2019-12-30T04:40:55Z,Richienb,"For the title format [PR requirement](https://github.com/sindresorhus/awesome/blob/master/pull_request_template.md#requirements-for-your-pull-request), am I able to use a semantic variation or is it strictly as documented? (example: `feat: Add Swift` instead of `Add Swift`)

cc @sindresorhus ",https://github.com/sindresorhus/awesome/issues/1678
1673,Recommend a good golang resource collection,closed,[],2019-12-20T09:03:40Z,jingyigong,https://github.com/shockerli/go-awesome,https://github.com/sindresorhus/awesome/issues/1673
1667,Add Awesome Design,closed,[],2019-11-27T10:52:43Z,leobel96,Please add https://github.com/gztchan/awesome-design/blob/master/README.md,https://github.com/sindresorhus/awesome/issues/1667
1661,Adding a jhipster,closed,[],2019-11-19T10:21:39Z,entvex,"Would https://www.jhipster.tech/ fit into this list ?
JHipster is a development platform to generate, develop and deploy Spring Boot + Angular / React / Vue Web applications and Spring microservices. 

If so i'll make a pull request with it.",https://github.com/sindresorhus/awesome/issues/1661
1658,Order by alphabetical for each category (e.g. Programming Languages),closed,[],2019-11-18T03:46:45Z,ki4070ma,Alphabetical order is more user friendly to find the topic.,https://github.com/sindresorhus/awesome/issues/1658
1625,C# is missing in the Programming Languages list ,closed,[],2019-10-05T09:26:27Z,Artanisx,Title. How come? ,https://github.com/sindresorhus/awesome/issues/1625
1619,Lint Awesome itself,open,[],2019-09-22T18:11:37Z,sindresorhus,"https://github.com/sindresorhus/awesome/pull/1394 went stale. Would be nice to finish it at some point. However, [awesome-lint](https://github.com/sindresorhus/awesome-lint) could probably be made better first.",https://github.com/sindresorhus/awesome/issues/1619
1617,AddNew,closed,[],2019-09-17T14:36:59Z,eaze92,Add new awesome android projects automatically via github scripts,https://github.com/sindresorhus/awesome/issues/1617
1604,Regarding Archived Projects,closed,[],2019-08-13T12:59:35Z,zaidchauhan,"Hello,

First of all, this is great work and it serves a first reference to look for some awesome things, specifically in terms of rapidly growing frontend ecosystem.

However, sometime the project listed here is get archived (by it's owner), what is the guideline in this regards?  
Should the listing have some text or indicator that says it before user go to particular repository and find out that author/maintainers no longer believe in the idea (or just have no time to or have more awesome stuff to work) ?

Ex: https://github.com/mdo/css-perf listed at https://github.com/davidsonfellipe/awesome-wpo#benchmark---css

I know `awesome-wpo` is different repo just posting here what should be guideline in general for such listing.

Happy to contribute ",https://github.com/sindresorhus/awesome/issues/1604
1603,Add awesome pipeline,closed,[],2019-08-12T10:43:10Z,pickfire,https://github.com/pditommaso/awesome-pipeline,https://github.com/sindresorhus/awesome/issues/1603
1602,Awesome list for country?,closed,[],2019-08-11T14:11:08Z,jerrychong25,"Hi all,

I am creating [Awesome Malaysia](https://github.com/jerrychong25/awesome-malaysia) for curated list for all Malaysia resources.

I would like to add this into awesome list, however there is no country section for adding so.

May I know where should this added into?

Thanks.",https://github.com/sindresorhus/awesome/issues/1602
1598,awesome-oss-sdgs  & CC0 license trick,closed,[],2019-08-04T03:33:30Z,AdrienLemaire,"Hi,

I'm creating a new awesome list for ""Awesome Open Source projects dedicated to tackling global challenges"", and looking at the [Requirements for your Awesome list](https://github.com/sindresorhus/awesome/blob/master/pull_request_template.md#requirements-for-your-awesome-list), it took me a while to figure out the proper way to add the license to the repo.

The trick is in [this comment](https://github.com/github/choosealicense.com/issues/496#issuecomment-341561904).

After creating a github repo, we can simply go `https://github.com/<user>/<repo>/community/license/new?branch=master&template=cc0-1.0`, and it will nicely appear in [the LICENSE page](https://github.com/Fandekasp/awesome-oss-sdgs/blob/master/LICENSE).

Adding this trick to the ""Has an appropriate license"" section of the doc could be useful for future contributors. Also, being more specific about the `please add comment with just the word unicorn` part could avoid some errors. I added the comment [in the git commit](https://github.com/Fandekasp/awesome-oss-sdgs/commit/ffcb7d229c22120172ca27d17c880fa737f6b456), and I doubt you'll notice it when I submit the repo next month.",https://github.com/sindresorhus/awesome/issues/1598
1587,Add awesome design to the list,closed,[],2019-07-23T17:24:58Z,jonadem,"Please, add https://github.com/gztchan/awesome-design

It is missing to this awesome list ! ;-)",https://github.com/sindresorhus/awesome/issues/1587
1581,A web scraper awesome-list?,closed,[],2019-07-06T08:28:46Z,PeskyPotato,"I've noticed there is not awesome-list repository for web scrapers/crawlers and wanted to create one. 

[This one](https://github.com/lorien/awesome-web-scraping) seems to be maintained but is not part of the awesome-list repository but is still a good list. I am aware that it does not meet the contribution requirements here (#675). 

I have some resources I've been using and collecting for some time now, is this a good reason to start a new list?",https://github.com/sindresorhus/awesome/issues/1581
1575,Review pull_request_template.md and create-list.md,closed,[],2019-06-10T06:51:25Z,missmatsuko,"create-list.md has at least 1 rule that's not in pull_request_template.md and could get missed by people making a PR:
```
Your awesome list should be named awesome-list-name""
```

I think these files could either be combined, or the PR template could be simplified (without removing rules), and create-list.md could have more details about each requirement.

I think if the PR template were more like a checklist or form, people would be able to follow it better.

I can give it a try, if you're ok with this suggestion. 
",https://github.com/sindresorhus/awesome/issues/1575
1572,Would make sense adding awesome-* lists for learning languages?,closed,[],2019-05-24T17:58:29Z,luizdamim,"I started learning German recently and have collected a huge amount of material related to it: dictionaries, courses, Youtube channels, etc.

How about creating awesome lists for learning (non programming) languages?",https://github.com/sindresorhus/awesome/issues/1572
1570,would love to add some free theme collection list ,closed,[],2019-05-22T11:08:01Z,mehedi-sharif,"In here there should be a list for free and premium themes , and also some web development tools . Would love to contribute . 
Thanks",https://github.com/sindresorhus/awesome/issues/1570
1565,add WordPress to Content System Manager category,closed,[],2019-05-17T02:35:43Z,RodrigoWebDev,,https://github.com/sindresorhus/awesome/issues/1565
1525,I love this repository,closed,[],2019-02-15T15:28:38Z,manan2501,"Its really helpful to all kind of people. Starting from beginning and ending to experts
",https://github.com/sindresorhus/awesome/issues/1525
1516,programming language section can add Ada,closed,[],2019-01-30T18:10:17Z,jaypatelani,https://github.com/ohenley/awesome-ada,https://github.com/sindresorhus/awesome/issues/1516
1510,Add awesome-unity to the list.,closed,[],2019-01-23T16:14:48Z,agarcialeon,"Hi,

I have seen that related Unity3D (awesome) repositories already exists on Github. These are some of them:

- https://github.com/RyanNielson/awesome-unity
- https://github.com/insthync/awesome-unity3d
- https://github.com/netpyoung/awesome-unity-free

but most are outdated or aren't as complete as I could expect.

So I've decided to for the first one and add the contents of all of them in one repository called [Awesome Unity](https://github.com/agarcialeon/awesome-unity/). 

It includes a logo as other awesome lists, best clarification of the goals of the repository and to do items that can provide work to visitors.

I have included learning resources and a wiki that I will complete step by step to provide a well defined Unity3D guide to beginners/intermediate/advanced users to quickly improve its work while developing with this game engine.

I'll try to contact with the owners of the rest of the repositories in order to agree in sharing this only repository and improve it as much as possible.

Could be possible to add this repository to the list to get more attention of Unity developers?

Thanks.

Note: Some of the resources are starred repositories that I keep while in search of a good solution for common tasks that I do in Unity. But I expect that users contribute with their own options.
",https://github.com/sindresorhus/awesome/issues/1510
1509,Is there a list for wikis?,closed,[],2019-01-23T00:22:06Z,Kreijstal,"I'd like something like a list where these projects belong
- https://github.com/rstacruz/cheatsheets/ Amazing wiki about cheatsheets
- https://github.com/open-source-ideas/open-source-ideas what it says.

",https://github.com/sindresorhus/awesome/issues/1509
1506,Include awesome-datahoarding,closed,[],2019-01-19T22:14:44Z,ghost,https://github.com/simon987/awesome-datahoarding,https://github.com/sindresorhus/awesome/issues/1506
1496,Awesome dashboard (and visualization) missing,closed,[],2019-01-10T13:02:17Z,harobed,"Hi,

[Awesome dashboard (and visualization)](https://github.com/obazoud/awesome-dashboard) missing in [Curated list of awesome lists](https://github.com/sindresorhus/awesome)

Best regards,
Stéphane",https://github.com/sindresorhus/awesome/issues/1496
1495,Awesome dataviz missing,closed,[],2019-01-10T13:01:17Z,harobed,"Hi,

[Awesome dataviz](https://github.com/fasouto/awesome-dataviz) missing in [Curated list of awesome lists](https://github.com/sindresorhus/awesome)

Best regards,
Stéphane",https://github.com/sindresorhus/awesome/issues/1495
1481,"Hi, Django Link is broken",closed,[],2018-12-20T00:50:14Z,yoandresaav,"Hi, Django Link is broken",https://github.com/sindresorhus/awesome/issues/1481
1478,Awesome Django Link Broken,closed,[],2018-12-16T10:42:11Z,MeNsaaH,"The link to Awesome Django returns a 404 Error page. My Guess is the Repository has being deleted.
Why not replace with the current Awesome-django repo
https://github.com/wsvincent/awesome-django",https://github.com/sindresorhus/awesome/issues/1478
1474,I need help for gathering Technology radars,closed,[],2018-12-06T14:41:42Z,urosjarc,"Hey I would really like some help with this request that I have.

It would be really awesome if you could help me gather a list of technology radars, currently, I have found only 3 of them but I would really like to add some more in the list... I will then create pull request to add them in this repo.

- [TIOBE index](https://www.tiobe.com/tiobe-index/)
- [ThoughtWorks radar](https://www.thoughtworks.com/radar/techniques)
- [Cloud Native](https://www.cncf.io/projects/)",https://github.com/sindresorhus/awesome/issues/1474
1473,"Awesome lists to evaluate add: Interview Questions, JavaScript Crypto Libraries, Linux Software, Creative Resources for Developer and Designer",closed,[],2018-12-06T08:15:19Z,ivangsosa,"Hi. I pass some lists that I have in bookmarks. Best regards.

https://github.com/MaximAbramchuck/awesome-interview-questions
https://github.com/gabrielizalo/Awesome-JavaScript-Crypto-Libraries
https://github.com/luongvo209/Awesome-Linux-Software
https://github.com/gztchan/awesome-design",https://github.com/sindresorhus/awesome/issues/1473
1470,Awesome Roadmaps,closed,['list request'],2018-11-30T06:11:21Z,ugurozturk,"Hi, there is amazing roadmaps in the github. So i have feeling nice if there would be awesome roadmaps. 

Examples
https://github.com/kamranahmedse/developer-roadmap
https://github.com/adam-golab/react-developer-roadmap
https://github.com/BohdanOrlov/iOS-Developer-Roadmap",https://github.com/sindresorhus/awesome/issues/1470
1464,Awesome Power BI Heroes,closed,[],2018-11-24T10:37:38Z,NajiElKotob,"https://github.com/NajiElKotob/Awesome-Power-BI-Heroes

Thank you,",https://github.com/sindresorhus/awesome/issues/1464
1459,add awesome-linux-software,closed,[],2018-11-10T15:19:45Z,leobel96,https://github.com/luongvo209/Awesome-Linux-Software,https://github.com/sindresorhus/awesome/issues/1459
1458,Piracy awesome,closed,[],2018-11-10T14:56:27Z,leobel96,please add https://github.com/Igglybuff/awesome-piracy/,https://github.com/sindresorhus/awesome/issues/1458
1455,awesome-more,closed,[],2018-11-07T10:53:48Z,manishkk,"Add awesome-mpc (multiparty computation) related to cryptography
https://github.com/rdragos/awesome-mpc

Add awesome-self-stabilization related to distributed algorithms
https://github.com/manishkk/awesome-Self-stabilization

Add awesome-distributed-systems
https://github.com/theanalyst/awesome-distributed-systems

Add awesome-rust
https://github.com/rust-unofficial/awesome-rust

Add awesome-dynamic-analysis 
https://github.com/mre/awesome-dynamic-analysis",https://github.com/sindresorhus/awesome/issues/1455
1453,Add datproject to decentralized-systems,closed,[],2018-11-01T12:15:21Z,alshell7,"Dat is a distributed data community and a unique distributed network allows users to store data where they want by decentralizing storage. **Awesome** isn't it?❤️

Repository : https://github.com/datproject/dat
Request for adding in : [#decentralized-systems](https://github.com/sindresorhus/awesome#decentralized-systems)",https://github.com/sindresorhus/awesome/issues/1453
1441,Searchable Awesome,closed,[],2018-10-30T10:38:35Z,ThePixelDeveloper,"Thought I'd share something I've been working on in small parts of my spare time. 

**Awesome Indexed**

https://awesome-indexed.mathew-davies.co.uk

**Why?**



I was looking for alternatives to a service, so wanted to find all mentions of it to look for something better. It can also be used for other purposes, ie. A search for ""Symfony"" will return podcasts, jobs, tools and so on ...

It's also different from the other ""Search"" projects in that it searches the content which has more value to me.

---

It's super simple, hopefully useful to others. It certainly was for me.

Enjoy. 

Ps. If this is the wrong place to post, feel free to remove. Also happy to hear suggestions. 

",https://github.com/sindresorhus/awesome/issues/1441
1439,What font is in the logo?,closed,[],2018-10-29T12:43:53Z,ghost,"What font is in the logo? I looked around online and found Sui Generis, however it did not look exactly like the one in the picture.",https://github.com/sindresorhus/awesome/issues/1439
1438,ListList service and Awesome lists,closed,[],2018-10-29T08:16:18Z,aschrijver,"I created this issue separately from [How to grow Awesome?](https://github.com/sindresorhus/awesome/issues/784) as a reaction to @maltsev 's https://github.com/sindresorhus/awesome/issues/784#issuecomment-432389273 presenting the [ListList](https://listlist.net/) service.

I think @maltsev created a great project here that has potential to grow the reach of Awesome to a broader public than Github users. I [proposed](https://github.com/sindresorhus/awesome/issues/784#issuecomment-384223195) having a tool to generate a HTML page of an awesome list, which @sindresorhus found to be overkill (a valid point, I can understand).

The ListList service however, adds an aggregated view to this, plus - importantly - the RSS feed feature, which I think is real added value to Awesome (I am a great proponent of the [decentralized web](https://community.humanetech.com/t/towards-the-vision-of-the-decentralized-web/530), and this fits in).

@maltsev just [PR'ed](https://github.com/engagingspaces/awesome-humane-tech/pull/5) a feed badge to my [awesome-humane-tech](https://github.com/engagingspaces/awesome-humane-tech) list, but before merging I have some things (improvements, discussion points) I'd like to bring up:

- I could not find a repo for the ListList project (maybe it is on Gitlab). For me to add ListList badge, I'd like the project to be open-sourced, just like all other awesome list repo's

- There is no clear license on the ListList page. My list and the top-level one (and most others probably) live in the public domain. I'd like ListList to have a public domain license too.

- The ListList drops the Awesome branding. There is no awesome logo, and the collection is called _""A curated list of spectacular lists""_ .

- With code repositories the number of stars says nothing about the quality of the project. But with awesome lists they do. The stars are a direct reflection how useful/valuable people think the list is. With ListList people don't land on the repo README anymore, and be less inclined to drill-down and give a star. I think ListList should have a starring capability that makes this just as easy again.

- And the last point stems from my [Humane Tech](https://humanetech.com) focus: When subscribing by email, people should know your Privacy Policy. Also there is Google Tag Manager tracker on the page and use of sentry.io. Not having a PP would probably put you in breach of EU GDPR.

Note: @maltsev please don't take this as undue criticism. I love your project, but think these things need a honest discussion.",https://github.com/sindresorhus/awesome/issues/1438
1435,Add awesome-docs,closed,['list request'],2018-10-26T20:30:06Z,hipstersmoothie,There doesn't seem to be an awesome-docs. https://github.com/PharkMillups/beautiful-docs/ is pretty well established,https://github.com/sindresorhus/awesome/issues/1435
1427,Wexflow - Yet another workflow engine and task scheduler,closed,[],2018-10-20T21:34:42Z,aelassas,"Can you add [Wexflow](https://github.com/aelassas/Wexflow) to the list please? 

Wexflow is an open source extensible workflow engine and task scheduler with a cross-platform manager and designer. The goal of Wexflow is to automate recurring tasks without user intervention. Wexflow aims to make automations, workflow processes, long-running processes and interactions between systems, applications and folks easy, straightforward and clean.",https://github.com/sindresorhus/awesome/issues/1427
1419,Awesomeness of Distributed Systems!,closed,[],2018-10-14T16:16:04Z,Prakhar0409,"Please add this awesome list to enhance awesomeness of your already awesome list xD
https://github.com/theanalyst/awesome-distributed-systems ",https://github.com/sindresorhus/awesome/issues/1419
1404,Browser automation tools,closed,['list request'],2018-09-28T08:52:16Z,angrykoala,Would it make sense an awesome browser automation tools list? I've been looking around and I couldn't find any list regarding this. I'm happy to create one if this list makes sense,https://github.com/sindresorhus/awesome/issues/1404
1403,Add DevOps / continuous release / production environment / code & release process / ...,closed,['list request'],2018-09-24T10:09:11Z,7hibault,"I can't find the proper term for that, but it would be awesome to add an awesome list of tools and resources for the ""code & release process"" (which is usually called DevOps these days).  This would include topics related to source control management, continuous integration, testing, provisioning, deployment, containers, release orchestration, cloud, analytics, monitoring, security, collaboration... and many more?",https://github.com/sindresorhus/awesome/issues/1403
1397,Add REDAXO CMS,closed,[],2018-09-14T07:39:23Z,olien,https://github.com/redaxo/redaxo,https://github.com/sindresorhus/awesome/issues/1397
1391,Add awesome-transformer,closed,[],2018-09-05T09:35:48Z,SkyAndCloud,"[awesome-transformer](https://github.com/SkyAndCloud/awesome-transformer), should classified into `Deep Learning`。
Transformer is a powerful model applied in sequence to sequence learning. However, when I was using transformer as my baseline in NMT research I found no good & reliable guide to reproduce approximate result as reported in original paper(even official tensor2tensor implementation), which means my research would be unauthentic. I searched on the Internet, found some implementations, obtained some performance-reproducable approaches and other learning materials, which eventually formed this project.
I hope more researchers can benefit from it.",https://github.com/sindresorhus/awesome/issues/1391
1382,Add Ethereum,closed,['list request'],2018-08-15T04:11:18Z,danimesq,,https://github.com/sindresorhus/awesome/issues/1382
1381,Add ZeroNet,closed,['list request'],2018-08-15T04:10:42Z,danimesq,,https://github.com/sindresorhus/awesome/issues/1381
1372,Suggestion: Create new sub Title: Internet of Things,closed,[],2018-08-05T11:44:00Z,GermanBluefox,"There are some projects related with IoT and Smarthome.
I suggest to create extra Chapter for that named **Internet of Things**.
Just now I can add to it: 
- https://github.com/hobbyquaker/awesome-mqtt, 
- https://github.com/hobbyquaker/awesome-homematic, 
- https://github.com/hobbyquaker/awesome-iot, 
- https://github.com/hobbyquaker/awesome-lego,
- https://github.com/frenck/awesome-home-assistant 
- and I preparing ioBroker awesome list https://github.com/ioBroker/awesome-iobroker
 ",https://github.com/sindresorhus/awesome/issues/1372
